Tempo,Erro Little
10.00, 0.00000000000000133227
20.00, 0.00000000000000577316
30.00, 0.00000000000001998401
40.00, 0.00000000000001332268
50.00, 0.00000000000000843769
60.00, 0.00000000000001021405
70.00, 0.00000000000001709743
80.00, 0.00000000000000843769
90.00, 0.00000000000008082424
100.00, 0.00000000000008615331
110.00, 0.00000000000006394885
120.00, 0.00000000000005861978
130.00, 0.00000000000003685940
140.00, 0.00000000000007105427
150.00, 0.00000000000001065814
160.00, 0.00000000000001865175
170.00, 0.00000000000003153033
180.00, 0.00000000000004662937
190.00, 0.00000000000005506706
200.00, 0.00000000000003419487
210.00, 0.00000000000000488498
220.00, 0.00000000000002975398
230.00, 0.00000000000007061018
240.00, 0.00000000000003863576
250.00, 0.00000000000000444089
260.00, 0.00000000000003153033
270.00, 0.00000000000000577316
280.00, 0.00000000000003597123
290.00, 0.00000000000004352074
300.00, 0.00000000000006172840
310.00, 0.00000000000006661338
320.00, 0.00000000000012212453
330.00, 0.00000000000017452706
340.00, 0.00000000000003286260
350.00, 0.00000000000004574119
360.00, 0.00000000000017008617
370.00, 0.00000000000033306691
380.00, 0.00000000000014654944
390.00, 0.00000000000013788970
400.00, 0.00000000000021715962
410.00, 0.00000000000015787371
420.00, 0.00000000000019406698
430.00, 0.00000000000001065814
440.00, 0.00000000000005018208
450.00, 0.00000000000005107026
460.00, 0.00000000000006128431
470.00, 0.00000000000007593925
480.00, 0.00000000000008903989
490.00, 0.00000000000010702550
500.00, 0.00000000000017696955
510.00, 0.00000000000046984638
520.00, 0.00000000000066791017
530.00, 0.00000000000084288132
540.00, 0.00000000000090372154
550.00, 0.00000000000070921047
560.00, 0.00000000000059463545
570.00, 0.00000000000058975047
580.00, 0.00000000000021138646
590.00, 0.00000000000000488498
600.00, 0.00000000000013811174
610.00, 0.00000000000007815970
620.00, 0.00000000000015898394
630.00, 0.00000000000017319479
640.00, 0.00000000000011057821
650.00, 0.00000000000010813572
660.00, 0.00000000000003819167
670.00, 0.00000000000011968204
680.00, 0.00000000000009259260
690.00, 0.00000000000009614531
700.00, 0.00000000000004374279
710.00, 0.00000000000023692159
720.00, 0.00000000000011901591
730.00, 0.00000000000080757623
740.00, 0.00000000000088840046
750.00, 0.00000000000089528385
760.00, 0.00000000000114397380
770.00, 0.00000000000128230759
780.00, 0.00000000000107092113
790.00, 0.00000000000105804254
800.00, 0.00000000000071609385
810.00, 0.00000000000062350125
820.00, 0.00000000000080047080
830.00, 0.00000000000046584958
840.00, 0.00000000000005440093
850.00, 0.00000000000009392487
860.00, 0.00000000000006772360
870.00, 0.00000000000004241052
880.00, 0.00000000000027733371
890.00, 0.00000000000078737017
900.00, 0.00000000000041766590
910.00, 0.00000000000065969452
920.00, 0.00000000000109845466
930.00, 0.00000000000118838273
940.00, 0.00000000000121191945
950.00, 0.00000000000147282186
960.00, 0.00000000000110267351
970.00, 0.00000000000105293552
980.00, 0.00000000000102762243
990.00, 0.00000000000114952492
1000.00, 0.00000000000082045482
1010.00, 0.00000000000139288581
1020.00, 0.00000000000114441789
1030.00, 0.00000000000127564626
1040.00, 0.00000000000148503432
1050.00, 0.00000000000080957463
1060.00, 0.00000000000062794214
1070.00, 0.00000000000013899992
1080.00, 0.00000000000006972201
1090.00, 0.00000000000019007018
1100.00, 0.00000000000044009241
1110.00, 0.00000000000009037215
1120.00, 0.00000000000027755576
1130.00, 0.00000000000035460523
1140.00, 0.00000000000074762418
1150.00, 0.00000000000021560531
1160.00, 0.00000000000006461498
1170.00, 0.00000000000048583360
1180.00, 0.00000000000053135274
1190.00, 0.00000000000031175063
1200.00, 0.00000000000025779379
1210.00, 0.00000000000045563553
1220.00, 0.00000000000016853186
1230.00, 0.00000000000004174439
1240.00, 0.00000000000023203661
1250.00, 0.00000000000020383695
1260.00, 0.00000000000018074431
1270.00, 0.00000000000001065814
1280.00, 0.00000000000010169643
1290.00, 0.00000000000026578739
1300.00, 0.00000000000027378100
1310.00, 0.00000000000028932412
1320.00, 0.00000000000039013237
1330.00, 0.00000000000046362914
1340.00, 0.00000000000056266103
1350.00, 0.00000000000103361764
1360.00, 0.00000000000155675473
1370.00, 0.00000000000223598917
1380.00, 0.00000000000311151105
1390.00, 0.00000000000301358938
1400.00, 0.00000000000304933856
1410.00, 0.00000000000289568369
1420.00, 0.00000000000259348099
1430.00, 0.00000000000236988207
1440.00, 0.00000000000216870966
1450.00, 0.00000000000240341080
1460.00, 0.00000000000183653093
1470.00, 0.00000000000186894944
1480.00, 0.00000000000200350847
1490.00, 0.00000000000152478030
1500.00, 0.00000000000122191146
1510.00, 0.00000000000203081996
1520.00, 0.00000000000294675395
1530.00, 0.00000000000272826206
1540.00, 0.00000000000276978440
1550.00, 0.00000000000336641826
1560.00, 0.00000000000344591022
1570.00, 0.00000000000325672822
1580.00, 0.00000000000439848158
1590.00, 0.00000000000418243218
1600.00, 0.00000000000412159196
1610.00, 0.00000000000410449452
1620.00, 0.00000000000331756844
1630.00, 0.00000000000297784020
1640.00, 0.00000000000271427325
1650.00, 0.00000000000345434792
1660.00, 0.00000000000405675493
1670.00, 0.00000000000440114611
1680.00, 0.00000000000432875957
1690.00, 0.00000000000395061761
1700.00, 0.00000000000417310630
1710.00, 0.00000000000358157948
1720.00, 0.00000000000289612778
1730.00, 0.00000000000274669176
1740.00, 0.00000000000229549713
1750.00, 0.00000000000172550862
1760.00, 0.00000000000138533629
1770.00, 0.00000000000082356344
1780.00, 0.00000000000051159077
1790.00, 0.00000000000096811448
1800.00, 0.00000000000103872466
1810.00, 0.00000000000138222767
1820.00, 0.00000000000180944149
1830.00, 0.00000000000175481851
1840.00, 0.00000000000200528483
1850.00, 0.00000000000210120810
1860.00, 0.00000000000192090788
1870.00, 0.00000000000207478479
1880.00, 0.00000000000256061838
1890.00, 0.00000000000245048426
1900.00, 0.00000000000238520315
1910.00, 0.00000000000183897342
1920.00, 0.00000000000213207230
1930.00, 0.00000000000237387887
1940.00, 0.00000000000213051798
1950.00, 0.00000000000153876911
1960.00, 0.00000000000077293727
1970.00, 0.00000000000140554235
1980.00, 0.00000000000131006317
1990.00, 0.00000000000103117515
2000.00, 0.00000000000086952667
2010.00, 0.00000000000124544819
2020.00, 0.00000000000143995926
2030.00, 0.00000000000174793513
2040.00, 0.00000000000100941477
2050.00, 0.00000000000058997252
2060.00, 0.00000000000007926992
2070.00, 0.00000000000024935609
2080.00, 0.00000000000054201088
2090.00, 0.00000000000027045033
2100.00, 0.00000000000039435122
2110.00, 0.00000000000093369756
2120.00, 0.00000000000033706371
2130.00, 0.00000000000046562754
2140.00, 0.00000000000028910208
2150.00, 0.00000000000105759845
2160.00, 0.00000000000044830806
2170.00, 0.00000000000038369308
2180.00, 0.00000000000050359716
2190.00, 0.00000000000011368684
2200.00, 0.00000000000073940853
2210.00, 0.00000000000105604414
2220.00, 0.00000000000141620049
2230.00, 0.00000000000209876561
2240.00, 0.00000000000315991677
2250.00, 0.00000000000523692201
2260.00, 0.00000000000544986278
2270.00, 0.00000000000542543788
2280.00, 0.00000000000539035483
2290.00, 0.00000000000484012830
2300.00, 0.00000000000479039031
2310.00, 0.00000000000442246240
2320.00, 0.00000000000398681088
2330.00, 0.00000000000479016826
2340.00, 0.00000000000464250860
2350.00, 0.00000000000471045425
2360.00, 0.00000000000405675493
2370.00, 0.00000000000397260003
2380.00, 0.00000000000443445280
2390.00, 0.00000000000409339229
2400.00, 0.00000000000364597241
2410.00, 0.00000000000299160696
2420.00, 0.00000000000265232281
2430.00, 0.00000000000273581158
2440.00, 0.00000000000277577961
2450.00, 0.00000000000357247565
2460.00, 0.00000000000270716782
2470.00, 0.00000000000209876561
2480.00, 0.00000000000180899740
2490.00, 0.00000000000112598819
2500.00, 0.00000000000087241325
2510.00, 0.00000000000088551388
2520.00, 0.00000000000064770411
2530.00, 0.00000000000000177636
2540.00, 0.00000000000009459100
2550.00, 0.00000000000063993255
2560.00, 0.00000000000110356169
2570.00, 0.00000000000072408746
2580.00, 0.00000000000020272672
2590.00, 0.00000000000025024427
2600.00, 0.00000000000051136873
2610.00, 0.00000000000017541524
2620.00, 0.00000000000170774506
2630.00, 0.00000000000113198340
2640.00, 0.00000000000121214150
2650.00, 0.00000000000186384241
2660.00, 0.00000000000276467738
2670.00, 0.00000000000348232554
2680.00, 0.00000000000471978012
2690.00, 0.00000000000386446430
2700.00, 0.00000000000328892469
2710.00, 0.00000000000280908630
2720.00, 0.00000000000224020802
2730.00, 0.00000000000183986160
2740.00, 0.00000000000276623169
2750.00, 0.00000000000344813067
2760.00, 0.00000000000394062560
2770.00, 0.00000000000436384262
2780.00, 0.00000000000301314529
2790.00, 0.00000000000390354415
2800.00, 0.00000000000342748052
2810.00, 0.00000000000341993101
2820.00, 0.00000000000359245966
2830.00, 0.00000000000470223860
2840.00, 0.00000000000521893639
2850.00, 0.00000000000513789011
2860.00, 0.00000000000508815212
2870.00, 0.00000000000536881650
2880.00, 0.00000000000577693449
2890.00, 0.00000000000679079015
2900.00, 0.00000000000652122800
2910.00, 0.00000000000548405765
2920.00, 0.00000000000657207622
2930.00, 0.00000000000674149625
2940.00, 0.00000000000566435787
2950.00, 0.00000000000482636153
2960.00, 0.00000000000703637149
2970.00, 0.00000000000791700039
2980.00, 0.00000000000705036030
2990.00, 0.00000000000718203275
3000.00, 0.00000000000769917463
3010.00, 0.00000000000834798897
3020.00, 0.00000000000838396019
3030.00, 0.00000000000838529246
3040.00, 0.00000000001017030904
3050.00, 0.00000000001018629625
3060.00, 0.00000000001082733903
3070.00, 0.00000000001092459456
3080.00, 0.00000000000993138904
3090.00, 0.00000000001036704056
3100.00, 0.00000000001185695986
3110.00, 0.00000000001119571102
3120.00, 0.00000000001074718092
3130.00, 0.00000000001028199748
3140.00, 0.00000000001036193353
3150.00, 0.00000000001033861885
3160.00, 0.00000000001007416373
3170.00, 0.00000000001106603698
3180.00, 0.00000000001153077633
3190.00, 0.00000000001287414619
3200.00, 0.00000000001192645982
3210.00, 0.00000000001406430528
3220.00, 0.00000000001291056151
3230.00, 0.00000000001479794065
3240.00, 0.00000000001446620601
3250.00, 0.00000000001600608535
3260.00, 0.00000000001719402398
3270.00, 0.00000000001911892866
3280.00, 0.00000000001985966946
3290.00, 0.00000000002143396571
3300.00, 0.00000000002190891912
3310.00, 0.00000000002073408112
3320.00, 0.00000000001964051144
3330.00, 0.00000000001883093681
3340.00, 0.00000000001882316525
3350.00, 0.00000000001795075200
3360.00, 0.00000000001918420978
3370.00, 0.00000000001993805121
3380.00, 0.00000000002047984005
3390.00, 0.00000000002174949110
3400.00, 0.00000000002174127545
3410.00, 0.00000000002117372944
3420.00, 0.00000000002082534145
3430.00, 0.00000000001987165987
3440.00, 0.00000000001851141462
3450.00, 0.00000000001801003791
3460.00, 0.00000000001699640428
3470.00, 0.00000000001584288256
3480.00, 0.00000000001519340209
3490.00, 0.00000000001623257084
3500.00, 0.00000000001385624948
3510.00, 0.00000000001400990435
3520.00, 0.00000000001519007142
3530.00, 0.00000000001334221622
3540.00, 0.00000000001272404404
3550.00, 0.00000000001393396509
3560.00, 0.00000000001380340287
3570.00, 0.00000000001468603017
3580.00, 0.00000000001427236107
3590.00, 0.00000000001454147913
3600.00, 0.00000000001639643976
3610.00, 0.00000000001650568571
3620.00, 0.00000000001551070383
3630.00, 0.00000000001585886977
3640.00, 0.00000000001583111420
3650.00, 0.00000000001628297497
3660.00, 0.00000000001501110347
3670.00, 0.00000000001740940725
3680.00, 0.00000000001747424427
3690.00, 0.00000000001693178930
3700.00, 0.00000000001495892299
3710.00, 0.00000000001540589878
3720.00, 0.00000000001580247044
3730.00, 0.00000000001593969401
3740.00, 0.00000000001377564729
3750.00, 0.00000000001389466320
3760.00, 0.00000000001558841944
3770.00, 0.00000000001522715287
3780.00, 0.00000000001415689788
3790.00, 0.00000000001243205539
3800.00, 0.00000000001226574398
3810.00, 0.00000000001133160232
3820.00, 0.00000000000929123445
3830.00, 0.00000000001065214583
3840.00, 0.00000000000946553946
3850.00, 0.00000000000814881496
3860.00, 0.00000000000846012149
3870.00, 0.00000000000871103190
3880.00, 0.00000000000897837360
3890.00, 0.00000000000914979204
3900.00, 0.00000000000926370092
3910.00, 0.00000000000874322836
3920.00, 0.00000000000840061354
3930.00, 0.00000000000802402589
3940.00, 0.00000000000641220410
3950.00, 0.00000000000651168008
3960.00, 0.00000000000628719299
3970.00, 0.00000000000585953508
3980.00, 0.00000000000639510667
3990.00, 0.00000000000605271389
4000.00, 0.00000000000612443429
4010.00, 0.00000000000579247761
4020.00, 0.00000000000566657832
4030.00, 0.00000000000482947016
4040.00, 0.00000000000459765559
4050.00, 0.00000000000459610128
4060.00, 0.00000000000410227408
4070.00, 0.00000000000371747078
4080.00, 0.00000000000529376543
4090.00, 0.00000000000666577904
4100.00, 0.00000000000944266887
4110.00, 0.00000000000868527472
4120.00, 0.00000000001046940312
4130.00, 0.00000000001080002754
4140.00, 0.00000000000980615589
4150.00, 0.00000000000809752265
4160.00, 0.00000000000580446802
4170.00, 0.00000000000620881124
4180.00, 0.00000000000921573928
4190.00, 0.00000000000766053887
4200.00, 0.00000000000556443780
4210.00, 0.00000000000766831043
4220.00, 0.00000000000856203997
4230.00, 0.00000000001047051335
4240.00, 0.00000000001249356174
4250.00, 0.00000000001040234565
4260.00, 0.00000000001083999557
4270.00, 0.00000000001085864731
4280.00, 0.00000000000880118201
4290.00, 0.00000000001134625727
4300.00, 0.00000000001236721836
4310.00, 0.00000000001159294882
4320.00, 0.00000000000987832038
4330.00, 0.00000000000926370092
4340.00, 0.00000000001242872472
4350.00, 0.00000000001268896099
4360.00, 0.00000000001275957118
4370.00, 0.00000000001041522424
